개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
백의1리 마을회관,백의1리 마을회관,기타,없음,10:00,18:00,10:00,18:00,N,,,,,8,197,,방문+전화,,경기도 연천군 청산면 청창로 569번길 62,경기도 연천군 청산면 백의리 538-3,경기도 연천군청,청산면사무소,031-839-2664,,38.0244996,127.1178182,2020-07-02,4140000,경기도 연천군
광주광역시 남구 월산4동 주민센터 회의실(2층),광주광역시 남구 월산4동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,17:00,00:00,00:00,N,,,,,30,161,"음향, 빔프로젝트, 냉난방, 테이블, 의자","전화, 방문",,광주광역시 남구 대남대로390번길 11,,월산4동주민센터,월산4동주민센터,062-607-4678,,35.1466602,126.8908400241,2019-06-26,6290000,광주광역시
광주광역시 남구 주월1동 주민센터 회의실(2층),광주광역시 남구 주월1동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,50,206,"음향, 냉난방, 의자, 주차장","전화, 방문",,광주광역시 남구 회서로21번가길 13,,주월1동주민센터,주월1동주민센터,062-607-4778,,35.131916,126.893347,2019-06-26,6290000,광주광역시
광주광역시 남구 주월2동 주민센터 회의실(2층),광주광역시 남구 주월2동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,120,174,"음향, 냉난방, 조명","방문, 전화",,광주광역시 남구 군분로13번길 12,,주월2동주민센터,주월2동주민센터,062-607-4802,,35.134672,126.894272,2019-06-26,6290000,광주광역시
광주광역시 남구 대촌동 주민센터 회의실,광주광역시 남구 대촌동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",13:00,17:00,00:00,00:00,N,,,,,40,128,"음향, 냉난방, 조명","전화, 방문",,광주광역시 남구 포충로 591,,대촌동주민센터,대촌동주민센터,062-607-4879,,35.081409,126.8340301,2019-06-26,6290000,광주광역시
광주광역시 누리봄 커뮤니티센터 회의실,광주광역시 누리봄 커뮤니티센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,30,139,"음향, 냉난방, 조명, 빔프로젝트","전화, 방문",,"광주광역시 북구 금녕길61번길 2, 2층",,광주광역시 북구청,두암2동주민센터,062-410-8779,,35.174659,126.930615,2019-06-26,6290000,광주광역시
광주광역시 북구 문화동 주민자치센터 회의실,광주광역시 북구 문화동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,40,59,"책상, 의자, 냉난방, 주차장",방문,,광주광역시 북구 군왕로 233,,문화동주민센터,문화동주민센터,062-410-8734,,35.181439,126.9368696,2019-06-26,6290000,광주광역시
광주광역시 북구 문흥1동 주민자치센터 다목적실(2층),광주광역시 북구 문흥1동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,50,86,"음향, 테이블, 의자, 냉난방","방문, 전화",,광주광역시 북구 대천로 140-3,,문흥1동주민센터,문흥1동주민센터,062-410-8744,,35.186891,126.921692,2019-06-26,6290000,광주광역시
광주광역시 북구 문흥1동 주민자치센터 회의실(2층),광주광역시 북구 문흥1동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,10,27,"음향, 테이블, 의자, 냉난방","방문, 전화",,광주광역시 북구 대천로 140-3,,문흥1동주민센터,문흥1동주민센터,062-410-8744,,35.186891,126.921692,2019-06-26,6290000,광주광역시
광주광역시 북구 문흥1동 주민자치센터 프로그램실(지하),광주광역시 북구 문흥1동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,80,170,"음향, 냉난방","방문, 전화",,광주광역시 북구 대천로 140-3,,문흥1동주민센터,문흥1동주민센터,062-410-8744,,35.186891,126.921692,2019-06-26,6290000,광주광역시
광주광역시 북구 문흥2동 주민자치센터 강의실(취미교양실),광주광역시 북구 문흥2동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,20,30,"책상, 의자, 냉난방, 주차장","방문, 전화",,광주광역시 북구 문산로 25,,문흥2동주민센터,문흥2동주민센터,062-410-8754,,35.184307,126.921954,2019-06-26,6290000,광주광역시
광주광역시 북구 임동 안심사랑방,광주광역시 북구 임동 안심사랑방,회의실,없음,18:00,20:00,18:00,20:00,N,,,,,30,70,"음향, 빔프로젝트, 냉난방, 책상, 의자","방문, 전화",,광주광역시 북구 자동차로47번길 50,,임동 안심사랑방,임동 안심사랑방,062-410-8649,,35.164121,126.898835,2019-06-26,6290000,광주광역시
광주광역시 북구 임동 주민자치센터 다목적실,광주광역시 북구 임동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,30,98,"음향, 빔프로젝트, 냉난방, 조명","방문, 전화",,광주광역시 북구 서림로 53,,임동주민센터,임동주민센터,062-410-8649,,35.1658196,126.894274,2019-06-26,6290000,광주광역시
광주광역시 5.18민주화운동기록관 세미나실,세미나실,강의실,"매주 월요일, 1월 1일, 설날 당일, 추석 당일",09:00,18:00,09:00,18:00,Y,1,"시설사용료 : 시간당 4000원, 난방비(12, 1, 2月) : 시간당 1400원, 냉방비",1,800,48,100,"냉난방, 음향",방문,없음,광주광역시 동구 금남로 221,광주광역시 동구 금남로3가 3-5,5.18민주화운동기록관,관리과,062-613-8284,http://www.518archives.go.kr,35.1495769,126.9168482,2019-06-26,6290000,광주광역시
광주광역시 5.18민주화운동기록관 다목적강당,다목적강당,강당,"매주 월요일, 1월 2일, 설날 당일, 추석 당일",09:00,18:00,09:00,18:00,Y,1,"시설사용료 : 시간당 7500원, 난방비(12, 1, 2月) : 시간당 2400원, 냉방비",1,1500,120,200,"조명, 냉난방, 음향",방문,없음,광주광역시 동구 금남로 221,광주광역시 동구 금남로3가 3-5,5.18민주화운동기록관,관리과,062-613-8284,http://www.518archives.go.kr,35.1495769,126.9168482,2019-06-26,6290000,광주광역시
진남체육공원 주경기장,진남체육공원,다목적경기장,연중무휴,06:00,23:00,06:00,23:00,Y,4,"80,000",1,20000,20695,,"조명,음향,전광판","홈페이지,방문,전화",,전라남도 여수시 진남체육관길 74 (오림동),,전라남도 여수시청,체육지원과,061-659-4683,http://www.yeosu.go.kr,34.7621231,127.724314,2019-06-17,4810000,전라남도 여수시
진남체육공원 보조경기장,진남체육공원,축구장,연중무휴,06:00,23:00,06:00,23:00,Y,4,"50,000",1,12500,500,,"조명,음향","홈페이지,방문,전화",,전라남도 여수시 진남체육관길 74 (오림동),,전라남도 여수시청,체육지원과,061-659-4683,http://www.yeosu.go.kr,34.7621231,127.724314,2019-06-17,4810000,전라남도 여수시
진남체육공원 야구장,진남체육공원,야구장,"설,추석(타격장)",06:00,23:00,06:00,23:00,Y,4,"60,000",1,15000,500,,"조명,전광판,실내타격장","홈페이지,방문,전화",,전라남도 여수시 진남체육관길 74 (오림동),,전라남도 여수시청,체육지원과,061-659-4683,http://www.yeosu.go.kr,34.7621231,127.724314,2019-06-17,4810000,전라남도 여수시
진남체육공원 실내체육관,진남체육공원,체육관,"설,추석",06:00,23:00,06:00,23:00,Y,4,"60,000",1,15000,4149,,"조명,전광판,음향","홈페이지,방문,전화",,전라남도 여수시 진남체육관길 74 (오림동),,전라남도 여수시청,체육지원과,061-659-4683,http://www.yeosu.go.kr,34.7621231,127.724314,2019-06-17,4810000,전라남도 여수시
진남체육공원 진남테니스장,진남체육공원,테니스장,"설,추석(실내)",06:00,23:00,09:00,18:00,Y,4,"30,000",1,7500,2500,,"조명,실내코트,샤워장","홈페이지,방문,전화",,전라남도 여수시 진남체육관길 74 (오림동),,전라남도 여수시청,체육지원과,061-659-5098,http://www.yeosu.go.kr,34.7621231,127.724314,2019-06-17,4810000,전라남도 여수시
망마국민체육센터 다목적 체육관,망마국민체육센터,체육관,설추석,09:00,22:00,09:00,18:00,Y,2,1500,1,1500,250,1261,조명음향,방문,,전라남도 여수시 여천체육공원길 49(시전동),,전라남도 여수시청,체육지원과,061-659-4668,http://www.yeosu.go.kr,34.7588310,127.6787694,2019-06-17,4810000,전라남도 여수시
시민생활체육관 체육관,시민생활체육관,체육관,"첫째, 셋째 일요일",06:00,21:00,09:00,18:00,Y,2,"2,500",,,,1583,,,,경상남도 창원시 성산구 원이대로 692,경상남도 창원시 성산구 상남동 43-1,창원시설공단,시민생활체육관,055-712-0775,www.cwsisul.or.kr,35.222807,128.687812,2019-03-20,B553892,창원시설공단
광주광역시 서구노인종합복지관 교육실1,광주광역시 서구노인종합복지관,회의실,없음,07:30,18:00,07:30,17:00,Y,,,,,35,50,"음향, 빔프로젝트, 냉난방, 조명, 주차장","전화, 방문",,광주광역시 서구 군분2로 55,,광주광역시 서구청,서구노인종합복지관,062-365-9688,,35.157927,126.880514,2019-06-26,6290000,광주광역시
광주광역시 서구노인종합복지관 교육실2,광주광역시 서구노인종합복지관,회의실,없음,07:30,18:00,07:30,17:00,Y,,,,,20,45,"음향, 빔프로젝트, 냉난방, 조명, 주차장","전화, 방문",,광주광역시 서구 군분2로 55,,광주광역시 서구청,서구노인종합복지관,062-365-9688,,35.157927,126.880514,2019-06-26,6290000,광주광역시
광주광역시 서구장애인복지관 다목적실,광주광역시 서구장애인복지관,회의실,"매주 토,일요일, 법정 공휴일",09:00,17:00,00:00,00:00,N,,,,,12,69,"탁구대, 냉난방","전화,방문",,광주광역시 서구 경열로 127,,광주광역시 서구청,서구장애인복지관,062-710-3020,,35.1534097,126.899257,2019-06-26,6290000,광주광역시
광주광역시 서구 양동 주민센터 회의실,광주광역시 서구 양동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,50,181,"음향, 냉난방, 조명, 빔프로젝트","전화, 방문",,광주광역시 서구 천변좌로222번길 3-2,,양동주민센터,양동주민센터,062-350-4204,,35.154823,126.900985,2019-06-26,6290000,광주광역시
광주광역시 서구 양동 현장민원실 주민자치 프로그램실,광주광역시 서구 양동 현장민원실,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,50,165,"음향, 냉난방, 조명","전화, 방문",,광주광역시 서구 독립로200번길 7,,양동주민센터,양동주민센터,062-350-4204,,35.150047,126.906961,2019-06-26,6290000,광주광역시
광주광역시 서구 상무2동 주민센터 소회의실(2층),광주광역시 서구 상무2동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,30,80,"빔프로젝트, 냉난방, 의자, 책상","전화, 방문",,광주광역시 서구 화정로85번길 27,,상무2동주민센터,상무2동주민센터,062-350-4364,,35.1473847,126.8663879,2019-06-26,6290000,광주광역시
광주광역시 서구 상무2동 자생단체 통합사무실,광주광역시 서구 상무2동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,10,24,없음,"전화, 방문",,광주광역시 서구 화정로85번길 27,,상무2동주민센터,상무3동주민센터,062-350-4364,,35.1473847,126.8663879,2019-06-26,6290000,광주광역시
광주광역시 서구 풍암동 주민센터 회의실(2층),광주광역시 서구 풍암동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,50,100,"음향, 빔프로젝트, 냉난방, 조명, 주차장","전화, 방문",,광주광역시 서구 풍암1로 27,,풍암동주민센터,풍암동주민센터,062-350-4532,,35.124734,126.8786704,2019-06-26,6290000,광주광역시
광주광역시 서구 유덕동 주민센터 회의실,광주광역시 서구 유덕동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,100,325,"음향, 빔프로젝트, 냉난방, 조명, 주차장","전화,방문",,광주광역시 서구 유덕로 24,,유덕동주민센터,유덕동주민센터,062-350-4303,,35.165133,126.851814,2019-06-26,6290000,광주광역시
광주광역시 남구청 회의실(6층),광주광역시 남구청,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,40,128,"책상, 의자, 냉난방, 조명, 주차장","전화, 방문",,광주광역시 남구 봉선로 1,,광주광역시 남구청,총무과,062-607-2813,,35.1329053877,126.9024493365,2019-06-26,6290000,광주광역시
광주광역시 남구 양림동 주민센터 회의실(3층),광주광역시 남구 양림동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,50,91,"음향, 냉난방, 조명, 주차장","전화, 방문",,광주광역시 남구 백서로 94,,양림동주민센터,양림동주민센터,062-607-4510,,35.140501,126.916303,2019-06-26,6290000,광주광역시
광주광역시 남구 방림1동 주민센터 회의실(지하),광주광역시 남구 방림1동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,50,121,회의실,"전화, 방문",,광주광역시 남구 오방로 101-2,,방림1동주민센터,방림1동주민센터,062-607-4529,,35.134347,126.918314,2019-06-26,6290000,광주광역시
광주광역시 남구 방림2동 주민센터 회의실(지하),광주광역시 남구 방림2동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,40,126,"음향, 냉난방, 조명, 테이블, 의자","전화, 방문",,광주광역시 남구 천변좌로566번다길 12,,방림2동주민센터,방림2동주민센터,062-607-4553,,35.131919,126.921992,2019-06-26,6290000,광주광역시
광주광역시 남구 봉선2동 주민센터 회의실(2층),광주광역시 남구 봉선2동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,100,125,"음향, 냉난방, 조명","방문, 전화",,광주광역시 남구 봉선중앙로26번길 10,,봉선2동주민센터,봉선2동주민센터,062-607-4604,,35.123445,126.913793,2019-06-26,6290000,광주광역시
광주광역시 남구 사직동 주민센터 회의실(2층),광주광역시 남구 사직동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,300,200,"음향, 냉난방, 조명","방문, 전화",,광주광역시 남구 중앙로95번길 14,,사직동주민센터,사직동주민센터,062-607-4627,,35.1457499,126.908044,2019-06-26,6290000,광주광역시
광주광역시 북구 문흥2동 주민자치센터 회의실(주민사랑방),광주광역시 북구 문흥2동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,30,40,"책상, 의자, 냉난방, 주차장","방문, 전화",,광주광역시 북구 문산로 25,,문흥2동주민센터,문흥2동주민센터,062-410-8754,,35.184307,126.921954,2019-06-26,6290000,광주광역시
광주광역시 북구종합자원봉사센터 교육실,광주광역시 북구종합자원봉사센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,Y,1,5000,1,5000,25,41,"냉난방, 책상, 의자, 화이트보드","방문, 전화",,광주광역시 북구 대천로 86,,광주광역시 북구청,북구종합자원봉사센터,062-269-1365,,35.1849172420,126.9166863692,2019-06-26,6290000,광주광역시
광주광역시 북구 석곡동 주민자치센터 다목적실,광주광역시 북구 석곡동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,17:00,00:00,00:00,N,,,,,50,160,"음향, 빔프로젝트, 냉난방, 책상, 의자","전화, 방문",,광주광역시 북구 석곡로 634,,석곡동주민센터,석곡동주민센터,062-410-8845,,35.215142,126.9501004,2019-06-26,6290000,광주광역시
광주광역시 북구 우산동 주민자치센터 다목적실,광주광역시 북구 우산동 주민자치센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,17:00,00:00,00:00,N,,,,,30,98,"음향, 빔프로젝트, 냉난방, 책상, 의자","방문, 전화",,광주광역시 북구 동문대로69번길 21,,우산동주민센터,우산동주민센터,062-410-8719,,35.171243,126.921036,2019-06-26,6290000,광주광역시
광주광역시 남구 사직동 주민센터 다목적실(지하),광주광역시 남구 사직동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",10:00,17:00,00:00,00:00,N,,,,,200,200,"음향, 냉난방, 조명","방문, 전화",,광주광역시 남구 중앙로95번길 14,,사직동주민센터,사직동주민센터,062-607-4627,,35.1457499,126.908044,2019-06-26,6290000,광주광역시
광주광역시 남구 월산동 주민센터 회의실,광주광역시 남구 월산동 주민센터,회의실,"매주 토,일요일, 법정 공휴일",09:00,18:00,00:00,00:00,N,,,,,30,158,"음향, 빔프로젝트, 영사기, TV, 냉난방, 조명","전화, 방문",,광주광역시 남구 덕림2길 3,,월산동주민센터,월산동주민센터,062-607-4661,,35.147564,126.902633,2019-06-26,6290000,광주광역시
심천면 전천후게이트볼장,심천면 전천후게이트볼장,기타,연중무휴,09:00,18:00,09:00,18:00,N,,,,,20,432,,,,충청북도 영동군 용화면 민주지산로 112-12,,충청북도 영동군청,시설사업소,043-740-5994,,36.0200114,127.7668827,2018-02-23,4440000,충청북도 영동군
용산면_전천후게이트볼장,용산면 전천후게이트볼장,기타,연중무휴,10:00,17:00,10:00,17:00,N,,,,,10,380,,,,충청북도 영동군 용산면 용산로 9길 37,,충청북도 영동군청,시설사업소,043-740-5994,,36.2641014,127.8227988,2018-02-23,4440000,충청북도 영동군
상촌면_전천후게이트볼장,상촌면 전천후게이트볼장,기타,연중무휴,09:00,18:00,09:00,18:00,N,,,,,100,1581,,,,충청북도 영동군 상촌면 임산리 707-56,,충청북도 영동군청,시설사업소,043-740-5994,,36.1530347,127.915916,2018-02-23,4440000,충청북도 영동군
양산면_전천후게이트볼장,양산면 전천후게이트볼장,기타,연중무휴,09:00,18:00,09:00,18:00,N,,,,,,975,,,,충청북도 영동군 양산면 송호로29,,충청북도 영동군청,시설사업소,043-740-5994,,36.1288543,127.6748078,2018-02-23,4440000,충청북도 영동군
남양주체육문화센터,남양주체육문화센터,체육관,"매월 첫째주 일요일,신정, 설, 추석 당일",06:00,21:00,09:00,17:00,Y,4,220000,1,55000,1516,1484,"음향기기, 의자, 탁자, 발언대, 농구대, 배드민턴 세트",방문.전화,http://nyj.ncuc.co.kr/sub/sub1_1_Namyang.php,경기도 남양주시 강변북로 842,경기도 남양주시 이패동산95,남양주도시공사,남양주체육문화센터,031-560-1301,http://nyj.ncuc.co.kr/index.php,37.605294,127.175691,2017-04-24,B552094,남양주도시공사
남양주체육문화센터,남양주체육문화센터,기타,"매월 첫째주 일요일,신정, 설, 추석 당일",06:00,21:00,09:00,17:00,Y,1,50000,,,120,2049,"음향, 수영보조장비",인터넷/방문.전화,http://nyj.ncuc.co.kr/sub/sub1_1_Namyang.php,경기도 남양주시 강변북로 842,경기도 남양주시 이패동산95,남양주도시공사,남양주체육문화센터,031-560-1301,http://nyj.ncuc.co.kr/index.php,37.605294,127.175691,2017-04-24,B552094,남양주도시공사
남양주체육문화센터,남양주체육문화센터,강의실,"매월 첫째주 일요일,신정, 설, 추석 당일",06:00,21:00,09:00,17:00,Y,1,44000,,,30,161,음향,인터넷/방문.전화,http://nyj.ncuc.co.kr/sub/sub1_1_Namyang.php,경기도 남양주시 강변북로 842,경기도 남양주시 이패동산95,남양주도시공사,남양주체육문화센터,031-560-1301,http://nyj.ncuc.co.kr/index.php,37.605294,127.175691,2017-04-24,B552094,남양주도시공사
남양주체육문화센터,남양주체육문화센터,테니스장,"신정, 설, 추석 당일",06:00,21:00,09:00,17:00,Y,1,43000,,,20,3985,테니스 공,인터넷/방문.전화,http://nyj.ncuc.co.kr/sub/sub1_1_Namyang.php,경기도 남양주시 강변북로 842,경기도 남양주시 이패동산95,남양주도시공사,남양주체육문화센터,031-560-1301,http://nyj.ncuc.co.kr/index.php,37.605294,127.175691,2017-04-24,B552094,남양주도시공사
남양주체육문화센터,남양주체육문화센터,기타,"매월 첫째주 일요일,신정, 설, 추석 당일",06:00,21:00,09:00,17:00,Y,1,40000,,,31,225,러닝머신 등 각종 헬스기구(총 31종),인터넷/방문.전화,http://nyj.ncuc.co.kr/sub/sub1_1_Namyang.php,경기도 남양주시 강변북로 842,경기도 남양주시 이패동산95,남양주도시공사,남양주체육문화센터,031-560-1301,http://nyj.ncuc.co.kr/index.php,37.605294,127.175691,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강당,"매월 둘째주 일요일,신정, 설, 추석 당일",09:00,23:00,09:00,17:00,Y,2,70000,1,35000,200,283,"빔프로젝터, 의자 400개, 계단식 의자 200개, 음향기기",방문.전화,http://hp.ncuc.co.kr/sub/sub1_1.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,기타,"매월 둘째주 일요일,신정, 설, 추석 당일",08:00,22:00,09:00,17:00,Y,1,50000,,,120,843,없음,방문,http://hp.ncuc.co.kr/sub/sub1_1.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,기타,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,40000,,,330,185,음향기기,인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_1.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/sub/sub1_1.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강의실,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,41800,,,30,104,음향기기,인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_1.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강의실,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,41800,,,25,112,"책상 10, 의자 20",인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_2.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강의실,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,41800,,,15,23,"책상 10, 의자 20",인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_3.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강의실,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,49000,,,30,200,"빔프로젝터, 음향기기",인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_4.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강의실,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,64000,,,21,122,"음향기기, 스피닝자전거22대",인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_5.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
호평체육문화센터,호평체육문화센터,강의실,"매월 둘째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,49000,,,40,213,음향기기,인터넷/방문,http://hp.ncuc.co.kr/sub/sub1_6.php,경기도 남양주시 늘을2로,경기도 남양주시 호평동620,남양주도시공사,호평체육문화센터,031-560-1401,http://hp.ncuc.co.kr/index.php,37.6588561,127.2421683,2017-04-24,B552094,남양주도시공사
오남체육문화센터,오남체육문화센터,기타,"매월 첫째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,50000,,,120,403,킥보드 90개 등,인터넷/방문,http://on.ncuc.co.kr/center/intro.php,경기도 남양주시 오남읍 진건오남로 577번길 11,경기도 남양주시 오남읍 오남리 538-8,남양주도시공사,오남체육문화센터,031-560-1371,http://on.ncuc.co.kr/main/index.php,37.684952,127.2099536,2017-04-24,B552094,남양주도시공사
오남체육문화센터,오남체육문화센터,강의실,"매월 첫째주 일요일,신정, 설, 추석 당일",06:00,22:00,09:00,17:00,Y,1,30000,,,25,100,요가 매트 30개 등,인터넷/방문,http://on.ncuc.co.kr/center/intro.php,경기도 남양주시 오남읍 진건오남로 577번길 11,경기도 남양주시 오남읍 오남리 538-8,남양주도시공사,오남체육문화센터,031-560-1371,http://on.ncuc.co.kr/main/index.php,37.684952,127.2099536,2017-04-24,B552094,남양주도시공사
영동군 여성회관_폐백실,영동군_여성회관,기타,연중무휴,09:00,18:00,09:00,18:00,Y,2,40000,,,20,59,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,생활지원과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2018-02-23,4440000,충청북도 영동군
영동군 여성회관_식당,영동군_여성회관,기타,연중무휴,09:00,18:00,09:00,18:00,Y,2,80000,,,192,240,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,생활지원과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2018-02-23,4440000,충청북도 영동군
영동군 여성회관_교육장,영동군_여성회관,기타,연중무휴,09:00,18:00,09:00,18:00,Y,4,30000,,,50,80,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,생활지원과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2018-02-23,4440000,충청북도 영동군
레인보우영동도서관_어린이자료실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",09:00,18:00,09:00,18:00,N,,,,,80,217,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,생활지원과,043-743-9603,www.rainbowlib.go.kr,36.1727846,127.7778283,2018-02-23,4440000,충청북도 영동군
레인보우영동도서관_일반자료실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",09:00,22:00,09:00,18:00,N,,,,,71,217,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,생활지원과,043-743-9603,www.rainbowlib.go.kr,36.1727846,127.7778283,2018-02-23,4440000,충청북도 영동군
레인보우영동도서관_열람실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",09:00,22:00,09:00,22:00,N,,,,,30,100,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,생활지원과,043-743-9603,www.rainbowlib.go.kr,36.1727846,127.7778283,2018-02-23,4440000,충청북도 영동군
레인보우영동도서관_디지털자료실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",09:00,18:00,09:00,18:00,N,,,,,40,185,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,생활지원과,043-743-9603,www.rainbowlib.go.kr,36.1727846,127.7778283,2018-02-23,4440000,충청북도 영동군
